metric,variant,param,coef,std_err,pvalue
avg_word_length,wls_sqrt_n,const,4.929529508851219,0.09989598290054397,0.0
avg_word_length,wls_sqrt_n,time,-0.0013697348677393362,0.003390408810595222,0.6862106135214295
avg_word_length,wls_sqrt_n,post_0,0.0038726370139425814,0.03929967085345308,0.9215025524394413
avg_word_length,wls_sqrt_n,time_post_0,0.012800049938692173,0.004415447506956042,0.0037444478268471395
avg_word_length,wls_sqrt_n,post_1,-0.06757757294758349,0.04170265874183363,0.10513307516479758
avg_word_length,wls_sqrt_n,time_post_1,0.0006040922092875635,0.0034014034117118494,0.8590364402877154
avg_word_length,wls_sqrt_n,mo_2,-0.020012032528656576,0.026080694705256945,0.4428959781390719
avg_word_length,wls_sqrt_n,mo_3,-0.011159538290759663,0.027965473678917954,0.6898585755875011
avg_word_length,wls_sqrt_n,mo_4,0.009111200146620035,0.03504824462621351,0.7948933414849273
avg_word_length,wls_sqrt_n,mo_5,0.039887770841623676,0.043383363085711724,0.35787304995836
avg_word_length,wls_sqrt_n,mo_6,-0.020662911942690876,0.08109296058352257,0.7988735216232403
avg_word_length,wls_sqrt_n,mo_7,-0.006287022250853869,0.03290335419091794,0.8484665041270801
avg_word_length,wls_sqrt_n,mo_8,0.03545370789998703,0.02882244294033508,0.21866978211362842
avg_word_length,wls_sqrt_n,mo_9,0.029129242839801284,0.03283840068020943,0.37505297327135034
avg_word_length,wls_sqrt_n,mo_10,-0.006414454747836196,0.04713296615202769,0.8917479627483783
avg_word_length,wls_sqrt_n,mo_11,0.006877746151118691,0.05119022307222755,0.8931205703782785
avg_word_length,wls_sqrt_n,mo_12,0.011761034061682274,0.06514704476488171,0.8567360459651119
avg_word_length,sarimax,const,5.032037547074489,0.29638872134001176,1.1983409168701465e-64
avg_word_length,sarimax,time,-0.0028429779845889533,0.008452165096793788,0.7365987195423391
avg_word_length,sarimax,post_0,-0.007537854538580318,0.06842099888211123,0.9122755612882733
avg_word_length,sarimax,time_post_0,0.014585622288825038,0.01058026174206318,0.1680276380379251
avg_word_length,sarimax,post_1,-0.05055756226334839,0.06129321272226455,0.4094580922287797
avg_word_length,sarimax,time_post_1,-0.000645479640528537,0.005473430215152755,0.9061234098604551
avg_word_length,sarimax,mo_2,-0.04023473385782576,0.06289823437313723,0.5223807505405476
avg_word_length,sarimax,mo_3,-0.056537753906451355,0.09778481018742932,0.5631389249678994
avg_word_length,sarimax,mo_4,-0.048201111100628906,0.07994679144304537,0.5465653087970215
avg_word_length,sarimax,mo_5,-0.014006192688838444,0.05631335930990466,0.8035782843206126
avg_word_length,sarimax,mo_6,-0.06004152243952843,0.052923489258213934,0.256586268896108
avg_word_length,sarimax,mo_7,-0.05522413786854249,0.17046293733051346,0.7459640332588309
avg_word_length,sarimax,mo_8,-0.021789694758415825,0.0870601007744055,0.8023682219367873
avg_word_length,sarimax,mo_9,-0.007320912842200538,0.06224981101633483,0.9063803398388213
avg_word_length,sarimax,mo_10,-0.058523533605971095,0.05419022624803913,0.28015788195631275
avg_word_length,sarimax,mo_11,-0.04055681650292755,0.05029809786287664,0.4200531556172731
